family,wnid,pred_wnid,in_group,n,true_name,pred_name,n_total_wrong,pct_of_class_errors
CNN,n04154565,n03598930,False,54,screwdriver,jigsaw_puzzle,1914,2.8
CNN,n04041544,n02978881,False,54,radio,cassette,1899,2.8
CNN,n03950228,n04579145,True,54,pitcher,whiskey_jug,1816,3.0
ViT,n04357314,n03690938,True,54,sunscreen,lotion,1281,4.2
ViT,n04090263,n03763968,False,54,rifle,military_uniform,1286,4.2
CNN,n03041632,n03598930,False,54,cleaver,jigsaw_puzzle,1811,3.0
CNN,n03633091,n03388043,False,54,ladle,fountain,1894,2.9
CNN,n03216828,n04606251,False,54,dock,wreck,1974,2.7
CNN,n04557648,n03792782,False,54,water_bottle,mountain_bike,1845,2.9
CNN,n03877472,n04350905,True,54,pajama,suit,1729,3.1
ViT,n03041632,n02966687,False,54,cleaver,carpenter's_kit,1297,4.2
CNN,n04133789,n04120489,True,54,sandal,running_shoe,1795,3.0
CNN,n04355338,n04548280,True,54,sundial,wall_clock,1650,3.3
CNN,n07880968,n03388043,False,54,burrito,fountain,1859,2.9
ViT,n06596364,n03291819,False,54,comic_book,envelope,1098,4.9
CNN,n09246464,n04525038,False,53,cliff,velvet,1843,2.9
CNN,n03782006,n03529860,False,53,monitor,home_theater,2036,2.6
CNN,n03908714,n03876231,True,53,pencil_sharpener,paintbrush,1815,2.9
CNN,n04208210,n04525038,False,53,shovel,velvet,1684,3.1
ViT,n01985128,n01981276,True,53,crayfish,king_crab,1255,4.2
ViT,n01729322,n01755581,True,53,hognose_snake,diamondback,1176,4.5
CNN,n03481172,n02999410,False,53,hammer,chain,1768,3.0
ViT,n04254120,n04553703,True,53,soap_dispenser,washbasin,1183,4.5
CNN,n03450230,n03866082,True,53,gown,overskirt,1732,3.1
ViT,n01755581,n01608432,False,53,diamondback,kite,1145,4.6
CNN,n03041632,n03085013,False,53,cleaver,computer_keyboard,1811,2.9
ViT,n01984695,n02606052,True,52,spiny_lobster,rock_beauty,1052,4.9
ViT,n03216828,n03933933,False,52,dock,pier,1306,4.0
CNN,n02730930,n03866082,True,52,apron,overskirt,1654,3.1
CNN,n04136333,n04141076,False,52,sarong,sax,1718,3.0
ViT,n03871628,n07248320,False,52,packet,book_jacket,1247,4.2
CNN,n03777754,n03085013,True,52,modem,computer_keyboard,1809,2.9
ViT,n03216828,n03673027,False,52,dock,liner,1306,4.0
CNN,n03450230,n03888257,False,52,gown,parachute,1732,3.0
CNN,n04597913,n04525038,False,52,wooden_spoon,velvet,1680,3.1
CNN,n10148035,n04525038,False,52,groom,velvet,1759,3.0
CNN,n10148035,n04350905,False,52,groom,suit,1759,3.0
ViT,n04325704,n04599235,True,52,stole,wool,1223,4.3
ViT,n03908714,n03876231,True,52,pencil_sharpener,paintbrush,1247,4.2
ViT,n01740131,n01737021,True,52,night_snake,water_snake,1364,3.8
CNN,n03481172,n04525038,False,51,hammer,velvet,1768,2.9
CNN,n03938244,n04525038,False,51,pillow,velvet,1627,3.1
CNN,n04597913,n03720891,False,51,wooden_spoon,maraca,1680,3.0
CNN,n04116512,n03598930,False,51,rubber_eraser,jigsaw_puzzle,1797,2.8
ViT,n02988304,n04392985,True,51,CD_player,tape_player,1217,4.2
CNN,n01697457,n01608432,False,51,African_crocodile,kite,1806,2.8
CNN,n07871810,n03530642,False,51,meat_loaf,honeycomb,1875,2.7
CNN,n07871810,n01910747,False,51,meat_loaf,jellyfish,1875,2.7
ViT,n03899768,n04239074,True,51,patio,sliding_door,1321,3.9
CNN,n03223299,n03291819,False,51,doormat,envelope,1770,2.9
ViT,n03908618,n01930112,False,51,pencil_box,nematode,1173,4.3
CNN,n04179913,n03598930,False,51,sewing_machine,jigsaw_puzzle,1628,3.1
ViT,n04597913,n04270147,False,51,wooden_spoon,spatula,1212,4.2
ViT,n01755581,n01753488,True,51,diamondback,horned_viper,1145,4.5
CNN,n04548362,n02840245,False,51,wallet,binder,1794,2.8
CNN,n07880968,n07860988,True,51,burrito,dough,1859,2.7
CNN,n02971356,n03958227,True,50,carton,plastic_bag,1912,2.6
CNN,n03770439,n03888257,False,50,miniskirt,parachute,1858,2.7
CNN,n04462240,n04443257,True,50,toyshop,tobacco_shop,1776,2.8
ViT,n07860988,n07684084,True,50,dough,French_loaf,1338,3.7
CNN,n03063599,n02939185,True,50,coffee_mug,caldron,1878,2.7
CNN,n04081281,n02966193,False,50,restaurant,carousel,1977,2.5
CNN,n03532672,n01930112,False,50,hook,nematode,1948,2.6
CNN,n01742172,n03530642,False,50,boa_constrictor,honeycomb,1610,3.1
CNN,n03481172,n03598930,False,50,hammer,jigsaw_puzzle,1768,2.8
CNN,n03938244,n04599235,False,50,pillow,wool,1627,3.1
CNN,n04081281,n04525038,False,50,restaurant,velvet,1977,2.5
CNN,n06596364,n04525038,False,50,comic_book,velvet,1666,3.0
CNN,n02776631,n02966193,False,50,bakery,carousel,1981,2.5
CNN,n03832673,n04152593,True,50,notebook,screen,1989,2.5
CNN,n04239074,n04005630,True,50,sliding_door,prison,1946,2.6
CNN,n01698640,n01608432,False,50,American_alligator,kite,1638,3.1
CNN,n02776631,n01910747,False,50,bakery,jellyfish,1981,2.5
CNN,n04179913,n03085013,True,50,sewing_machine,computer_keyboard,1628,3.1
ViT,n01740131,n01756291,True,50,night_snake,sidewinder,1364,3.7
ViT,n03089624,n04200800,True,50,confectionery,shoe_shop,1202,4.2
ViT,n04560804,n04557648,True,50,water_jug,water_bottle,1382,3.6
ViT,n03223299,n03196217,False,49,doormat,digital_clock,1181,4.1
CNN,n03899768,n03457902,True,49,patio,greenhouse,1970,2.5
CNN,n03887697,n03958227,False,49,paper_towel,plastic_bag,1815,2.7
CNN,n07871810,n03160309,False,49,meat_loaf,dam,1875,2.6
CNN,n15075141,n03388043,False,49,toilet_tissue,fountain,1942,2.5
CNN,n01740131,n01728572,True,49,night_snake,thunder_snake,2018,2.4
CNN,n01740131,n01742172,True,49,night_snake,boa_constrictor,2018,2.4
ViT,n01985128,n01608432,False,49,crayfish,kite,1255,3.9
CNN,n04239074,n03196217,False,49,sliding_door,digital_clock,1946,2.5
ViT,n04476259,n03291819,True,49,tray,envelope,1199,4.1
CNN,n01737021,n01608432,False,49,water_snake,kite,1768,2.8
ViT,n03532672,n03476684,True,49,hook,hair_slide,1319,3.7
ViT,n01697457,n01608432,False,49,African_crocodile,kite,1173,4.2
CNN,n04357314,n03871628,False,49,sunscreen,packet,1942,2.5
CNN,n03141823,n04371774,False,49,crutch,swing,1802,2.7
CNN,n02840245,n03196217,False,49,binder,digital_clock,1738,2.8
ViT,n03742115,n04070727,False,49,medicine_chest,refrigerator,1181,4.1
CNN,n01985128,n01981276,True,49,crayfish,king_crab,1822,2.7
CNN,n04067472,n04525038,False,49,reel,velvet,1763,2.8
CNN,n03877472,n04591157,True,48,pajama,Windsor_tie,1729,2.8
ViT,n09246464,n09468604,True,48,cliff,valley,1155,4.2
CNN,n04239074,n03467068,False,48,sliding_door,guillotine,1946,2.5
CNN,n01978455,n03598930,False,48,rock_crab,jigsaw_puzzle,1769,2.7
CNN,n02776631,n03598930,False,48,bakery,jigsaw_puzzle,1981,2.4
CNN,n04116512,n03729826,True,48,rubber_eraser,matchstick,1797,2.7
ViT,n04550184,n04239074,False,48,wardrobe,sliding_door,1082,4.4
ViT,n04254120,n03916031,False,48,soap_dispenser,perfume,1183,4.1
ViT,n04325704,n01608432,False,48,stole,kite,1223,3.9
CNN,n03141823,n02999410,False,48,crutch,chain,1802,2.7
ViT,n02808440,n01608432,False,48,bathtub,kite,1304,3.7
CNN,n03742115,n04201297,False,48,medicine_chest,shoji,1884,2.5
CNN,n03710637,n02892767,True,48,maillot,brassiere,2105,2.3
CNN,n07836838,n04525038,False,48,chocolate_sauce,velvet,1958,2.5
CNN,n02808440,n03388043,False,48,bathtub,fountain,2031,2.4
CNN,n03481172,n04154565,True,48,hammer,screwdriver,1768,2.7
CNN,n07880968,n01910747,False,48,burrito,jellyfish,1859,2.6
CNN,n02808304,n03788365,False,47,bath_towel,mosquito_net,1854,2.5
ViT,n02808304,n03291819,False,47,bath_towel,envelope,1273,3.7
ViT,n04462240,n03944341,False,47,toyshop,pinwheel,1191,3.9
ViT,n04597913,n03633091,True,47,wooden_spoon,ladle,1212,3.9
ViT,n04355338,n04548280,True,47,sundial,wall_clock,1151,4.1
CNN,n04263257,n03920288,True,47,soup_bowl,Petri_dish,1880,2.5
CNN,n04133789,n03598930,False,47,sandal,jigsaw_puzzle,1795,2.6
CNN,n03532672,n03814906,False,47,hook,necklace,1948,2.4
ViT,n01729322,n01740131,True,47,hognose_snake,night_snake,1176,4.0
CNN,n04525038,n03709823,False,47,velvet,mailbag,2018,2.3
CNN,n02840245,n07248320,True,47,binder,book_jacket,1738,2.7
CNN,n03995372,n04525038,False,47,power_drill,velvet,1832,2.6
CNN,n02769748,n03958227,True,47,backpack,plastic_bag,2053,2.3
CNN,n03832673,n03179701,False,47,notebook,desk,1989,2.4
CNN,n03223299,n03485794,False,47,doormat,handkerchief,1770,2.7
ViT,n03871628,n02786058,False,47,packet,Band_Aid,1247,3.8
ViT,n04325704,n03325584,True,47,stole,feather_boa,1223,3.8
CNN,n01978455,n01770393,False,47,rock_crab,scorpion,1769,2.7
ViT,n04560804,n01608432,False,47,water_jug,kite,1382,3.4
ViT,n02124075,n02123597,True,47,Egyptian_cat,Siamese_cat,1219,3.9
CNN,n04208210,n04371774,False,47,shovel,swing,1684,2.8
CNN,n03938244,n04209239,False,47,pillow,shower_curtain,1627,2.9
ViT,n04116512,n03729826,True,47,rubber_eraser,matchstick,1162,4.0
ViT,n03661043,n04200800,True,47,library,shoe_shop,1099,4.3
CNN,n01775062,n03530642,False,47,wolf_spider,honeycomb,1579,3.0
ViT,n03908714,n04116512,True,47,pencil_sharpener,rubber_eraser,1247,3.8
CNN,n04239074,n04209239,False,47,sliding_door,shower_curtain,1946,2.4
ViT,n02971356,n01608432,False,47,carton,kite,1308,3.6
CNN,n07860988,n03160309,False,47,dough,dam,1994,2.4
CNN,n01985128,n02233338,False,47,crayfish,cockroach,1822,2.6
CNN,n02776631,n03530642,True,46,bakery,honeycomb,1981,2.3
CNN,n03877472,n03788365,False,46,pajama,mosquito_net,1729,2.7
CNN,n01667114,n01665541,True,46,mud_turtle,leatherback_turtle,1791,2.6
CNN,n04154565,n04153751,False,46,screwdriver,screw,1914,2.4
CNN,n07860988,n07873807,True,46,dough,pizza,1994,2.3
ViT,n02747177,n02909870,True,46,ashcan,bucket,1206,3.8
CNN,n04116512,n03223299,False,46,rubber_eraser,doormat,1797,2.6
CNN,n02747177,n03196217,False,46,ashcan,digital_clock,1775,2.6
CNN,n03476991,n04023962,False,46,hair_spray,punching_bag,1736,2.6
CNN,n07880968,n03160309,False,46,burrito,dam,1859,2.5
ViT,n06596364,n04462240,False,46,comic_book,toyshop,1098,4.2
ViT,n03532672,n01930112,False,46,hook,nematode,1319,3.5
CNN,n01984695,n03598930,False,46,spiny_lobster,jigsaw_puzzle,1627,2.8
CNN,n04357314,n03485794,False,46,sunscreen,handkerchief,1942,2.4
CNN,n04325704,n04350905,True,46,stole,suit,1730,2.7
CNN,n02971356,n03160309,False,46,carton,dam,1912,2.4
ViT,n04296562,n03388043,False,46,stage,fountain,1127,4.1
CNN,n07614500,n03388043,False,46,ice_cream,fountain,1966,2.3
CNN,n04355338,n03388043,False,46,sundial,fountain,1650,2.8
ViT,n01984695,n09256479,False,46,spiny_lobster,coral_reef,1052,4.4
CNN,n04254120,n03916031,False,46,soap_dispenser,perfume,1795,2.6
ViT,n04136333,n04456115,False,46,sarong,torch,1188,3.9
CNN,n04462240,n03089624,True,46,toyshop,confectionery,1776,2.6
ViT,n04081281,n07579787,False,46,restaurant,plate,1259,3.7
CNN,n04263257,n07920052,False,46,soup_bowl,espresso,1880,2.4
CNN,n02769748,n03598930,False,46,backpack,jigsaw_puzzle,2053,2.2
CNN,n04254120,n03196217,False,46,soap_dispenser,digital_clock,1795,2.6
CNN,n01740131,n01756291,True,46,night_snake,sidewinder,2018,2.3
CNN,n04392985,n04372370,True,45,tape_player,switch,1909,2.4
CNN,n06596364,n04599235,False,45,comic_book,wool,1666,2.7
CNN,n02776631,n04599235,False,45,bakery,wool,1981,2.3
CNN,n03532672,n04127249,True,45,hook,safety_pin,1948,2.3
CNN,n04033995,n03598930,False,45,quilt,jigsaw_puzzle,1800,2.5
ViT,n01984695,n01751748,False,45,spiny_lobster,sea_snake,1052,4.3
CNN,n03481172,n03388043,False,45,hammer,fountain,1768,2.5
CNN,n02124075,n03598930,False,45,Egyptian_cat,jigsaw_puzzle,1838,2.4
ViT,n03223299,n03291819,False,45,doormat,envelope,1181,3.8
CNN,n04179913,n04525038,False,45,sewing_machine,velvet,1628,2.8
CNN,n02747177,n02909870,True,45,ashcan,bucket,1775,2.5
CNN,n07880968,n03958227,False,45,burrito,plastic_bag,1859,2.4
CNN,n07614500,n04525038,False,45,ice_cream,velvet,1966,2.3
CNN,n03532672,n04525038,False,45,hook,velvet,1948,2.3
CNN,n02808304,n04599235,True,45,bath_towel,wool,1854,2.4
CNN,n04557648,n04525038,False,45,water_bottle,velvet,1845,2.4
CNN,n07684084,n02776631,False,45,French_loaf,bakery,1814,2.5
CNN,n01883070,n03160309,False,45,wombat,dam,1699,2.6
CNN,n07836838,n07614500,True,45,chocolate_sauce,ice_cream,1958,2.3
ViT,n07836838,n07614500,True,45,chocolate_sauce,ice_cream,1162,3.9
CNN,n01985128,n03598930,False,45,crayfish,jigsaw_puzzle,1822,2.5
CNN,n06596364,n04462240,False,45,comic_book,toyshop,1666,2.7
ViT,n01667114,n01873310,False,45,mud_turtle,platypus,1204,3.7
CNN,n03532672,n03476684,True,45,hook,hair_slide,1948,2.3
CNN,n04325704,n03485794,True,45,stole,handkerchief,1730,2.6
ViT,n10148035,n04456115,False,45,groom,torch,1049,4.3
CNN,n03742115,n04209239,True,45,medicine_chest,shower_curtain,1884,2.4
CNN,n02109047,n03598930,False,45,Great_Dane,jigsaw_puzzle,1707,2.6
CNN,n02769748,n03127747,False,45,backpack,crash_helmet,2053,2.2
CNN,n04081281,n03388043,True,45,restaurant,fountain,1977,2.3
ViT,n15075141,n04447861,False,44,toilet_tissue,toilet_seat,1344,3.3
CNN,n03742115,n03467068,False,44,medicine_chest,guillotine,1884,2.3
CNN,n04357314,n03958227,False,44,sunscreen,plastic_bag,1942,2.3
CNN,n01985128,n01983481,True,44,crayfish,American_lobster,1822,2.4
CNN,n02730930,n04136333,True,44,apron,sarong,1654,2.7
CNN,n01667114,n02172182,False,44,mud_turtle,dung_beetle,1791,2.5
ViT,n04116512,n03196217,False,44,rubber_eraser,digital_clock,1162,3.8
ViT,n15075141,n03887697,False,44,toilet_tissue,paper_towel,1344,3.3
CNN,n03041632,n03160309,False,44,cleaver,dam,1811,2.4
ViT,n09246464,n09288635,True,44,cliff,geyser,1155,3.8
ViT,n03832673,n04152593,True,44,notebook,screen,1277,3.4
CNN,n04004767,n03160309,False,44,printer,dam,1945,2.3
ViT,n03089624,n03461385,True,44,confectionery,grocery_store,1202,3.7
CNN,n04560804,n03958227,True,44,water_jug,plastic_bag,2033,2.2
ViT,n03532672,n04127249,True,44,hook,safety_pin,1319,3.3
ViT,n04462240,n04200800,True,44,toyshop,shoe_shop,1191,3.7
ViT,n01737021,n01608432,False,44,water_snake,kite,1191,3.7
CNN,n03742115,n04070727,False,44,medicine_chest,refrigerator,1884,2.3
CNN,n04597913,n04270147,False,44,wooden_spoon,spatula,1680,2.6
CNN,n04597913,n03633091,True,44,wooden_spoon,ladle,1680,2.6
CNN,n04525038,n03938244,False,44,velvet,pillow,2018,2.2
CNN,n04263257,n07930864,False,44,soup_bowl,cup,1880,2.3
ViT,n01740131,n01729322,True,43,night_snake,hognose_snake,1364,3.2
ViT,n04263257,n07590611,False,43,soup_bowl,hot_pot,1217,3.5
CNN,n03089624,n03196217,False,43,confectionery,digital_clock,1815,2.4
ViT,n04116512,n03876231,True,43,rubber_eraser,paintbrush,1162,3.7
ViT,n02971356,n03127925,True,43,carton,crate,1308,3.3
ViT,n03089624,n03944341,False,43,confectionery,pinwheel,1202,3.6
CNN,n04548362,n03908618,True,43,wallet,pencil_box,1794,2.4
CNN,n01697457,n01795545,False,43,African_crocodile,black_grouse,1806,2.4
CNN,n04141975,n02708093,True,43,scale,analog_clock,1729,2.5
ViT,n03141823,n02999410,False,43,crutch,chain,1252,3.4
CNN,n04557648,n04560804,True,43,water_bottle,water_jug,1845,2.3
CNN,n04548362,n02786058,False,43,wallet,Band_Aid,1794,2.4
CNN,n10148035,n04456115,False,43,groom,torch,1759,2.4
ViT,n03887697,n03291819,False,43,paper_towel,envelope,1201,3.6
CNN,n04004767,n03598930,False,43,printer,jigsaw_puzzle,1945,2.2
CNN,n04263257,n03786901,True,43,soup_bowl,mortar,1880,2.3
CNN,n02988304,n04404412,True,43,CD_player,television,1871,2.3
ViT,n04081281,n04443257,True,43,restaurant,tobacco_shop,1259,3.4
CNN,n04136333,n04507155,False,43,sarong,umbrella,1718,2.5
CNN,n02971356,n03196217,False,43,carton,digital_clock,1912,2.2
CNN,n04026417,n04525038,False,43,purse,velvet,1940,2.2
CNN,n01978455,n01776313,False,43,rock_crab,tick,1769,2.4
ViT,n01985128,n01983481,True,43,crayfish,American_lobster,1255,3.4
ViT,n04136333,n04371430,True,42,sarong,swimming_trunks,1188,3.5
CNN,n04033995,n03160309,False,42,quilt,dam,1800,2.3
CNN,n02791270,n07248320,False,42,barbershop,book_jacket,1789,2.3
CNN,n02791270,n04525038,False,42,barbershop,velvet,1789,2.3
CNN,n04026417,n04599235,False,42,purse,wool,1940,2.2
CNN,n04200800,n04443257,True,42,shoe_shop,tobacco_shop,1727,2.4
CNN,n07614500,n07932039,True,42,ice_cream,eggnog,1966,2.1
ViT,n03089624,n01608432,False,42,confectionery,kite,1202,3.5
CNN,n03950228,n07930864,False,42,pitcher,cup,1816,2.3
CNN,n03742115,n03016953,True,42,medicine_chest,chiffonier,1884,2.2
CNN,n03742115,n02870880,True,42,medicine_chest,bookcase,1884,2.2
ViT,n03710637,n04371430,True,42,maillot,swimming_trunks,1383,3.0
CNN,n04296562,n04525038,False,42,stage,velvet,1749,2.4
CNN,n02747177,n03598930,False,42,ashcan,jigsaw_puzzle,1775,2.4
ViT,n04325704,n02963159,True,42,stole,cardigan,1223,3.4
CNN,n04525038,n03476684,False,42,velvet,hair_slide,2018,2.1
CNN,n03958227,n03485794,False,42,plastic_bag,handkerchief,1904,2.2
CNN,n04208210,n03598930,False,42,shovel,jigsaw_puzzle,1684,2.5
CNN,n06596364,n03871628,False,42,comic_book,packet,1666,2.5
CNN,n01697457,n03160309,False,42,African_crocodile,dam,1806,2.3
CNN,n03041632,n03498962,True,42,cleaver,hatchet,1811,2.3
ViT,n07871810,n07711569,True,42,meat_loaf,mashed_potato,1165,3.6
ViT,n01740131,n01748264,True,42,night_snake,Indian_cobra,1364,3.1
CNN,n10148035,n04507155,True,42,groom,umbrella,1759,2.4
CNN,n04525038,n04418357,False,42,velvet,theater_curtain,2018,2.1
CNN,n07871810,n03598930,False,42,meat_loaf,jigsaw_puzzle,1875,2.2
CNN,n03899768,n03776460,False,42,patio,mobile_home,1970,2.1
CNN,n02730930,n03026506,True,42,apron,Christmas_stocking,1654,2.5
CNN,n03014705,n03485794,False,42,chest,handkerchief,1681,2.5
CNN,n03866082,n02667093,True,42,overskirt,abaya,2018,2.1
CNN,n03661043,n04005630,True,42,library,prison,1808,2.3
CNN,n01985128,n01770393,False,42,crayfish,scorpion,1822,2.3
ViT,n07614500,n01910747,False,42,ice_cream,jellyfish,1284,3.3
CNN,n03832673,n03180011,True,42,notebook,desktop_computer,1989,2.1
ViT,n04033995,n01608432,False,42,quilt,kite,1149,3.7
CNN,n03223299,n03598930,False,42,doormat,jigsaw_puzzle,1770,2.4
ViT,n07614500,n07579787,True,42,ice_cream,plate,1284,3.3
CNN,n04067472,n03160309,False,42,reel,dam,1763,2.4
CNN,n04081281,n03160309,True,42,restaurant,dam,1977,2.1
CNN,n04208210,n02999410,False,41,shovel,chain,1684,2.4
CNN,n03908618,n02786058,False,41,pencil_box,Band_Aid,1777,2.3
CNN,n07836838,n03530642,False,41,chocolate_sauce,honeycomb,1958,2.1
CNN,n04033995,n03888257,False,41,quilt,parachute,1800,2.3
ViT,n03742115,n02870880,True,41,medicine_chest,bookcase,1181,3.5
CNN,n03450230,n03045698,False,41,gown,cloak,1732,2.4
CNN,n09246464,n03888257,False,41,cliff,parachute,1843,2.2
ViT,n04026417,n03908618,True,41,purse,pencil_box,1301,3.2
CNN,n03041632,n03196217,False,41,cleaver,digital_clock,1811,2.3
CNN,n02769748,n04525038,False,41,backpack,velvet,2053,2.0
CNN,n02791270,n04589890,False,41,barbershop,window_screen,1789,2.3
CNN,n03908714,n04372370,False,41,pencil_sharpener,switch,1815,2.3
CNN,n03633091,n03598930,False,41,ladle,jigsaw_puzzle,1894,2.2
ViT,n04357314,n03937543,False,41,sunscreen,pill_bottle,1281,3.2
CNN,n04208210,n04228054,False,41,shovel,ski,1684,2.4
CNN,n04154565,n03876231,True,41,screwdriver,paintbrush,1914,2.1
CNN,n03633091,n07584110,False,41,ladle,consomme,1894,2.2
ViT,n04239074,n03467068,False,41,sliding_door,guillotine,1277,3.2
ViT,n01755581,n01729322,True,41,diamondback,hognose_snake,1145,3.6
CNN,n04004767,n03958227,False,41,printer,plastic_bag,1945,2.1
CNN,n03832673,n03598930,False,41,notebook,jigsaw_puzzle,1989,2.1
CNN,n04004767,n03196217,True,41,printer,digital_clock,1945,2.1
CNN,n03633091,n02939185,True,41,ladle,caldron,1894,2.2
CNN,n04116512,n03876231,True,41,rubber_eraser,paintbrush,1797,2.3
CNN,n04525038,n03026506,True,41,velvet,Christmas_stocking,2018,2.0
CNN,n04355338,n03733281,True,41,sundial,maze,1650,2.5
ViT,n01698640,n01608432,False,41,American_alligator,kite,1095,3.7
CNN,n03450230,n04525038,True,41,gown,velvet,1732,2.4
CNN,n01740131,n01748264,True,41,night_snake,Indian_cobra,2018,2.0
ViT,n07860988,n07873807,True,40,dough,pizza,1338,3.0
CNN,n04200800,n04599235,False,40,shoe_shop,wool,1727,2.3
CNN,n01755581,n01930112,False,40,diamondback,nematode,1730,2.3
CNN,n04033995,n03485794,False,40,quilt,handkerchief,1800,2.2
ViT,n04136333,n04371774,False,40,sarong,swing,1188,3.4
CNN,n04136333,n03325584,True,40,sarong,feather_boa,1718,2.3
CNN,n04392985,n02999410,True,40,tape_player,chain,1909,2.1
CNN,n04376876,n04525038,False,40,syringe,velvet,1674,2.4
ViT,n04263257,n07932039,False,40,soup_bowl,eggnog,1217,3.3
CNN,n03450230,n04141076,False,40,gown,sax,1732,2.3
CNN,n15075141,n04525038,False,40,toilet_tissue,velvet,1942,2.1
CNN,n03908714,n03598930,False,40,pencil_sharpener,jigsaw_puzzle,1815,2.2
CNN,n07614500,n07860988,True,40,ice_cream,dough,1966,2.0
ViT,n03908618,n04548362,True,40,pencil_box,wallet,1173,3.4
ViT,n03908618,n03876231,False,40,pencil_box,paintbrush,1173,3.4
CNN,n04141975,n03196217,True,40,scale,digital_clock,1729,2.3
CNN,n07614500,n03530642,False,40,ice_cream,honeycomb,1966,2.0
CNN,n03995372,n03888257,False,40,power_drill,parachute,1832,2.2
ViT,n02808304,n01608432,False,40,bath_towel,kite,1273,3.1
CNN,n03742115,n03485794,False,40,medicine_chest,handkerchief,1884,2.1
CNN,n03777754,n03958227,False,40,modem,plastic_bag,1809,2.2
ViT,n03742115,n03291819,False,40,medicine_chest,envelope,1181,3.4
ViT,n03742115,n03018349,True,40,medicine_chest,china_cabinet,1181,3.4
CNN,n01742172,n03598930,False,40,boa_constrictor,jigsaw_puzzle,1610,2.5
CNN,n04476259,n04525038,False,40,tray,velvet,1811,2.2
ViT,n04356056,n04371774,True,40,sunglasses,swing,1292,3.1
CNN,n01737021,n03598930,False,40,water_snake,jigsaw_puzzle,1768,2.3
